run_id,round,n_presented,challenger_id,pool_before,pool_after,presentation_order,ranking,discarded_id,discarded_position,discarded_was_challenger,top_id,top_changed,sel_prompt_tokens,sel_completion_tokens,sel_reasoning_tokens,latency_seconds,cached,parse_status,parse_retries,raw_response
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s1,3,3,c004,c000;c002,c000;c002,c000;c002;c004,c000;c002;c004,c004,3,true,c000,false,1269,15,0,0.763,false,ok,0,"RANKING: 1,2,3 DISCARD: 3"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s3,4,3,c005,c003;c004,c004;c005,c004;c005;c003,c005;c004;c003,c003,3,false,c005,true,1231,17,0,0.657,false,ok,0,"RANKING: 2, 1, 3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,1,6,c005,c000;c001;c002;c003;c004,c000;c002;c003;c004;c005,c005;c001;c003;c004;c000;c002,c005;c004;c003;c002;c000;c001,c001,2,false,c005,true,2199,26,0,0.89,false,ok,0,"RANKING: 1, 4, 3, 6, 5, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s3,4,4,c006,c001;c003;c005,c001;c003;c005,c001;c006;c005;c003,c001;c003;c005;c006,c006,2,true,c001,true,1512,20,0,1.034,false,ok,0,"RANKING: 1, 4, 3, 2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s4,6,3,c007,c001;c002,c001;c002,c002;c007;c001,c002;c001;c007,c007,2,true,c001,false,1123,17,0,0.742,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s0,4,3,c005,c000;c001,c000;c001,c001;c000;c005,c001;c000;c005,c005,3,true,c000,false,1260,15,0,0.808,false,ok,0,"RANKING: 1,2,3 DISCARD: 3"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s3,6,2,c006,c000,c000,c000;c006,c000;c006,c006,2,true,c000,false,947,14,0,0.685,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s0,6,3,c007,c003;c005,c003;c005,c005;c007;c003,c005;c003;c007,c007,2,true,c005,false,1205,17,0,0.647,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s3,3,6,c007,c001;c002;c003;c004;c006,c001;c002;c004;c006;c007,c004;c007;c002;c001;c003;c006,c004;c006;c002;c007;c001;c003,c003,5,false,c004,false,2059,26,0,0.69,false,ok,0,"RANKING: 1, 6, 3, 2, 4, 5 DISCARD: 5"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,2,6,c006,c001;c002;c003;c004;c005,c001;c002;c003;c004;c005,c002;c005;c006;c003;c004;c001,c002;c003;c004;c001;c005;c006,c006,3,true,c002,false,2110,26,0,0.763,false,ok,0,"RANKING: 1, 4, 5, 6, 2, 3 DISCARD: 3"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s4,5,4,c007,c001;c003;c005,c003;c005;c007,c005;c007;c001;c003,c007;c005;c003;c001,c001,3,false,c007,true,1505,17,0,0.728,false,ok,0,"RANKING: 2,1,4,3 DISCARD: 3"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s4,5,3,c006,c000;c002,c000;c002,c006;c002;c000,c000;c002;c006,c006,1,true,c000,false,1241,17,0,0.64,false,ok,0,"RANKING: 3, 2, 1 DISCARD: 1"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s4,6,2,c006,c000,c000,c006;c000,c000;c006,c006,1,true,c000,false,953,13,0,0.742,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s2,6,2,c006,c003,c006,c006;c003,c006;c003,c003,2,false,c006,true,920,13,0,0.709,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s1,6,3,c007,c003;c005,c005;c007,c007;c003;c005,c005;c007;c003,c003,2,false,c005,false,1245,17,0,0.666,false,ok,0,"RANKING: 3, 1, 2 DISCARD: 2"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s4,6,2,c006,c000,c000,c000;c006,c000;c006,c006,2,true,c000,false,882,13,0,0.77,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,2,6,c006,c000;c002;c003;c004;c005,c000;c002;c003;c004;c005,c005;c000;c006;c003;c002;c004,c003;c005;c000;c002;c004;c006,c006,3,true,c000,true,2122,21,0,0.832,false,ok,0,"RANKING: 4,1,2,5,6,3 DISCARD: 3"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s0,7,2,c007,c001,c007,c007;c001,c007;c001,c001,2,false,c007,true,954,14,0,0.695,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s3,6,2,c006,c000,c006,c000;c006,c006;c000,c000,1,false,c006,true,904,13,0,0.731,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s1,7,2,c007,c006,c006,c006;c007,c006;c007,c007,2,true,c006,false,889,14,0,0.691,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s3,5,3,c006,c000;c001,c000;c001,c000;c006;c001,c000;c001;c006,c006,2,true,c000,false,1247,17,0,0.937,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s3,4,6,c008,c001;c002;c004;c006;c007,c002;c004;c006;c007;c008,c004;c008;c007;c001;c006;c002,c004;c006;c008;c002;c007;c001,c001,4,false,c004,false,2094,21,0,0.746,false,ok,0,"RANKING: 1,5,2,6,3,4 DISCARD: 4"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s3,5,3,c006,c004;c005,c004;c005,c004;c006;c005,c005;c004;c006,c006,2,true,c005,false,1197,17,0,0.567,false,ok,0,"RANKING: 3, 1, 2 DISCARD: 2"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s0,6,2,c006,c005,c006,c005;c006,c006;c005,c005,1,false,c006,true,1013,13,0,0.596,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s2,5,3,c006,c000;c004,c000;c004,c000;c004;c006,c000;c004;c006,c006,3,true,c000,false,1193,15,0,0.662,false,ok,0,"RANKING: 1,2,3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,3,6,c007,c001;c002;c003;c004;c005,c001;c002;c003;c005;c007,c003;c002;c004;c005;c001;c007,c003;c002;c001;c007;c005;c004,c004,3,false,c002,false,2084,26,0,0.777,false,ok,0,"RANKING: 1, 2, 5, 6, 4, 3 DISCARD: 3"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s0,5,3,c006,c000;c001,c000;c001,c000;c006;c001,c000;c001;c006,c006,2,true,c000,false,1267,17,0,0.634,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s3,7,2,c007,c000,c000,c000;c007,c000;c007,c007,2,true,c000,false,914,14,0,0.59,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s4,6,3,c007,c000;c002,c000;c002,c007;c002;c000,c000;c002;c007,c007,1,true,c000,false,1244,15,0,0.689,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s1,4,4,c006,c001;c004;c005,c001;c004;c005,c005;c006;c004;c001,c001;c005;c004;c006,c006,2,true,c001,false,1548,20,0,0.657,false,ok,0,"RANKING: 4, 1, 3, 2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s1,4,3,c005,c000;c002,c002;c005,c002;c000;c005,c005;c002;c000,c000,2,false,c005,true,1281,15,0,0.714,false,ok,0,"RANKING: 3,1,2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,2,6,c006,c000;c002;c003;c004;c005,c000;c002;c003;c004;c005,c000;c002;c003;c004;c006;c005,c003;c004;c005;c000;c002;c006,c006,5,true,c003,true,2020,21,0,0.89,false,ok,0,"RANKING: 3,4,6,1,2,5 DISCARD: 5"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s3,7,2,c007,c006,c006,c007;c006,c006;c007,c007,1,true,c006,false,865,14,0,0.815,false,ok,0,"RANKING: 2, 1 DISCARD: 1"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s4,7,2,c007,c000,c000,c007;c000,c000;c007,c007,1,true,c000,false,933,13,0,0.774,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s2,4,4,c006,c000;c001;c004,c000;c001;c004,c000;c001;c004;c006,c000;c004;c001;c006,c006,4,true,c000,false,1518,20,0,0.758,false,ok,0,"RANKING: 1, 3, 2, 4 DISCARD: 4"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s0,5,4,c007,c000;c004;c006,c000;c004;c006,c000;c004;c007;c006,c004;c000;c006;c007,c007,3,true,c004,false,1477,17,0,0.638,false,ok,0,"RANKING: 2,1,4,3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,2,6,c006,c000;c001;c002;c003;c005,c001;c002;c003;c005;c006,c001;c003;c006;c000;c002;c005,c005;c006;c002;c001;c003;c000,c000,4,false,c005,true,2043,26,0,0.716,false,ok,0,"RANKING: 6, 3, 5, 1, 2, 4 DISCARD: 4"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s1,6,2,c006,c000,c000,c000;c006,c000;c006,c006,2,true,c000,false,934,13,0,0.59,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s1,8,2,c008,c006,c006,c006;c008,c006;c008,c008,2,true,c006,false,872,13,0,0.831,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s3,5,6,c009,c002;c004;c006;c007;c008,c002;c004;c006;c008;c009,c004;c008;c009;c002;c006;c007,c004;c006;c008;c002;c009;c007,c007,6,false,c004,false,2072,26,0,0.712,false,ok,0,"RANKING: 1, 5, 2, 4, 3, 6 DISCARD: 6"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s4,6,4,c008,c003;c005;c007,c003;c005;c008,c008;c005;c003;c007,c008;c005;c003;c007,c007,4,false,c008,true,1514,20,0,0.646,false,ok,0,"RANKING: 1, 2, 3, 4 DISCARD: 4"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s3,5,4,c007,c001;c003;c005,c001;c003;c007,c007;c001;c005;c003,c007;c003;c001;c005,c005,3,false,c007,true,1516,20,0,0.708,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s2,4,3,c005,c000;c004,c000;c004,c000;c004;c005,c004;c000;c005,c005,3,true,c004,false,1390,17,0,0.672,false,ok,0,"RANKING: 2, 1, 3 DISCARD: 3"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s1,7,3,c008,c005;c007,c005;c007,c008;c005;c007,c007;c005;c008,c008,1,true,c005,false,1188,15,0,0.627,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s4,7,3,c008,c001;c002,c001;c002,c002;c001;c008,c001;c002;c008,c008,3,true,c001,false,1145,15,0,0.682,false,ok,0,"RANKING: 2,1,3 DISCARD: 3"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s0,7,3,c008,c003;c005,c005;c008,c008;c003;c005,c008;c005;c003,c003,2,false,c008,true,1209,15,0,0.857,false,ok,0,"RANKING: 1,3,2 DISCARD: 2"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s0,7,2,c007,c006,c006,c006;c007,c006;c007,c007,2,true,c006,false,1021,13,0,0.67,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s0,8,2,c008,c007,c008,c007;c008,c008;c007,c007,1,false,c008,true,978,13,0,0.802,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s3,6,3,c007,c000;c001,c000;c001,c000;c001;c007,c000;c001;c007,c007,3,true,c000,false,1276,17,0,0.908,false,ok,0,"RANKING: 1, 2, 3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,4,6,c008,c001;c002;c003;c005;c007,c001;c002;c003;c005;c007,c008;c007;c001;c003;c002;c005,c001;c003;c007;c002;c005;c008,c008,1,true,c003,true,2004,26,0,0.881,false,ok,0,"RANKING: 3, 4, 2, 5, 6, 1 DISCARD: 1"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s2,7,2,c007,c006,c006,c006;c007,c006;c007,c007,2,true,c006,false,846,13,0,0.702,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,3,6,c007,c000;c002;c003;c004;c005,c000;c002;c003;c004;c005,c000;c004;c005;c007;c002;c003,c000;c005;c004;c002;c003;c007,c007,4,true,c000,false,2083,26,0,0.824,false,ok,0,"RANKING: 1, 3, 2, 5, 6, 4 DISCARD: 4"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s3,6,3,c007,c004;c005,c005;c007,c007;c004;c005,c007;c005;c004,c004,2,false,c007,true,1198,17,0,0.657,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s2,6,3,c007,c000;c004,c000;c004,c007;c004;c000,c000;c004;c007,c007,1,true,c000,false,1221,15,0,0.664,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s1,7,2,c007,c000,c000,c007;c000,c000;c007,c007,1,true,c000,false,928,13,0,0.813,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s1,5,3,c006,c002;c005,c002;c005,c006;c002;c005,c005;c002;c006,c006,1,true,c005,false,1234,15,0,0.94,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s4,8,2,c008,c000,c000,c000;c008,c000;c008,c008,2,true,c000,false,928,14,0,0.655,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s3,7,3,c008,c000;c001,c000;c001,c000;c008;c001,c001;c000;c008,c008,2,true,c000,false,1013,17,0,0.732,false,ok,0,"RANKING: 3, 1, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s0,6,4,c008,c000;c004;c006,c004;c006;c008,c008;c006;c004;c000,c004;c008;c006;c000,c000,4,false,c004,false,1448,17,0,0.688,false,ok,0,"RANKING: 3,1,2,4 DISCARD: 4"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s3,8,2,c008,c000,c000,c008;c000,c000;c008,c008,1,true,c000,false,940,13,0,0.688,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s1,9,2,c009,c006,c006,c006;c009,c006;c009,c009,2,true,c006,false,888,14,0,0.738,false,ok,0,"RANKING: 1, 2 DISCARD: 2"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s4,7,2,c007,c000,c000,c000;c007,c000;c007,c007,2,true,c000,false,836,13,0,0.651,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s2,5,3,c006,c000;c004,c004;c006,c006;c004;c000,c006;c004;c000,c000,3,false,c006,true,1189,17,0,0.811,false,ok,0,"RANKING: 1, 2, 3 DISCARD: 3"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s2,8,2,c008,c006,c006,c006;c008,c006;c008,c008,2,true,c006,false,973,13,0,0.635,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s3,6,6,c010,c002;c004;c006;c008;c009,c002;c004;c006;c008;c009,c008;c010;c006;c004;c009;c002,c008;c004;c002;c009;c006;c010,c010,2,true,c004,false,2072,26,0,0.786,false,ok,0,"RANKING: 1, 4, 6, 5, 3, 2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s1,8,3,c009,c005;c007,c007;c009,c007;c009;c005,c007;c009;c005,c005,3,false,c007,true,1232,15,0,0.671,false,ok,0,"RANKING: 1,2,3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,3,6,c007,c001;c002;c003;c005;c006,c002;c003;c005;c006;c007,c005;c007;c001;c006;c002;c003,c005;c007;c003;c002;c006;c001,c001,3,false,c005,false,2068,26,0,0.676,false,ok,0,"RANKING: 1, 2, 6, 5, 4, 3 DISCARD: 3"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s1,5,4,c007,c001;c004;c005,c001;c004;c005,c005;c001;c007;c004,c001;c005;c004;c007,c007,3,true,c001,false,1541,17,0,0.689,false,ok,0,"RANKING: 2,1,4,3 DISCARD: 3"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s3,6,4,c008,c001;c003;c007,c001;c003;c007,c001;c007;c003;c008,c001;c007;c003;c008,c008,4,true,c001,true,1470,20,0,0.768,false,ok,0,"RANKING: 1, 2, 3, 4 DISCARD: 4"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s0,6,3,c007,c000;c001,c000;c001,c007;c000;c001,c001;c000;c007,c007,1,true,c000,false,1253,17,0,0.774,false,ok,0,"RANKING: 3, 2, 1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s4,7,4,c009,c003;c005;c008,c003;c005;c008,c008;c005;c003;c009,c008;c005;c003;c009,c009,4,true,c008,false,1462,20,0,0.671,false,ok,0,"RANKING: 1, 2, 3, 4 DISCARD: 4"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s0,8,3,c009,c005;c008,c005;c009,c009;c008;c005,c009;c005;c008,c008,2,false,c009,true,1232,17,0,0.851,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s2,6,2,c006,c004,c004,c004;c006,c004;c006,c006,2,true,c004,false,1078,13,0,0.761,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s4,7,3,c008,c000;c002,c000;c008,c002;c008;c000,c000;c008;c002,c002,1,false,c000,false,1242,17,0,0.699,false,ok,0,"RANKING: 3, 2, 1 DISCARD: 1"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s2,7,3,c008,c000;c004,c004;c008,c008;c000;c004,c008;c004;c000,c000,2,false,c008,true,1205,17,0,0.664,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,3,6,c007,c000;c002;c003;c004;c005,c002;c003;c004;c005;c007,c004;c003;c005;c007;c000;c002,c004;c005;c003;c007;c002;c000,c000,5,false,c004,true,2033,26,0,0.822,false,ok,0,"RANKING: 1, 3, 2, 4, 6, 5 DISCARD: 5"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,5,6,c009,c001;c002;c003;c005;c007,c001;c003;c005;c007;c009,c009;c001;c002;c007;c005;c003,c009;c003;c001;c007;c005;c002,c002,3,false,c009,true,2093,26,0,0.64,false,ok,0,"RANKING: 1, 6, 2, 4, 5, 3 DISCARD: 3"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s4,8,3,c009,c001;c002,c001;c009,c001;c002;c009,c001;c009;c002,c002,2,false,c001,false,1166,17,0,0.998,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s2,5,4,c007,c000;c001;c004,c000;c001;c004,c004;c001;c007;c000,c004;c000;c001;c007,c007,3,true,c000,false,1495,20,0,0.68,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s0,9,2,c009,c008,c008,c009;c008,c008;c009,c009,1,true,c008,false,933,13,0,0.653,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s3,9,2,c009,c000,c000,c000;c009,c000;c009,c009,2,true,c000,false,946,13,0,0.674,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s3,7,3,c008,c005;c007,c005;c007,c008;c005;c007,c007;c005;c008,c008,1,true,c007,false,1147,17,0,0.725,false,ok,0,"RANKING: 3, 2, 1 DISCARD: 1"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s2,4,6,c008,c000;c002;c003;c004;c005,c000;c003;c004;c005;c008,c000;c004;c008;c003;c005;c002,c000;c003;c005;c004;c008;c002,c002,6,false,c000,false,2093,26,0,0.833,false,ok,0,"RANKING: 1, 4, 5, 2, 3, 6 DISCARD: 6"
mars_boot__sighted__n1__qwen-qwen3-235b-a22b-2507__s0,8,2,c008,c006,c006,c008;c006,c006;c008,c008,1,true,c006,false,995,13,0,0.696,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s3,8,3,c009,c000;c001,c000;c001,c000;c009;c001,c000;c001;c009,c009,2,true,c000,false,1247,17,0,0.654,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s4,9,2,c009,c000,c000,c009;c000,c000;c009,c009,1,true,c000,false,965,13,0,0.717,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s3,8,2,c008,c006,c006,c008;c006,c006;c008,c008,1,true,c006,false,861,13,0,0.701,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s2,6,3,c007,c004;c006,c004;c006,c004;c007;c006,c004;c006;c007,c007,2,true,c004,true,1157,17,0,0.738,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s3,7,6,c011,c002;c004;c006;c008;c009,c002;c004;c006;c008;c009,c008;c009;c006;c004;c002;c011,c004;c006;c008;c002;c009;c011,c011,6,true,c004,false,2076,26,0,0.77,false,ok,0,"RANKING: 4, 3, 1, 5, 2, 6 DISCARD: 6"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s4,4,6,c008,c002;c003;c005;c006;c007,c002;c003;c005;c007;c008,c005;c008;c002;c006;c007;c003,c005;c002;c003;c008;c007;c006,c006,4,false,c005,false,2041,26,0,0.724,false,ok,0,"RANKING: 1, 3, 6, 2, 5, 4 DISCARD: 4"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s1,10,2,c010,c006,c006,c006;c010,c006;c010,c010,2,true,c006,false,885,13,0,0.666,false,ok,0,"RANKING: 1,2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s1,9,3,c010,c007;c009,c009;c010,c009;c010;c007,c009;c010;c007,c007,3,false,c009,true,1233,17,0,0.679,false,ok,0,"RANKING: 1, 2, 3 DISCARD: 3"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s0,7,3,c008,c000;c001,c000;c001,c001;c008;c000,c001;c000;c008,c008,2,true,c001,true,1268,15,0,0.686,false,ok,0,"RANKING: 1,3,2 DISCARD: 2"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s0,7,4,c009,c004;c006;c008,c004;c008;c009,c008;c004;c009;c006,c004;c008;c009;c006,c006,4,false,c004,false,1480,20,0,0.686,false,ok,0,"RANKING: 2, 1, 3, 4 DISCARD: 4"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s2,7,2,c007,c004,c004,c007;c004,c004;c007,c007,1,true,c004,false,905,13,0,0.794,false,ok,0,"RANKING: 2,1 DISCARD: 1"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s1,6,4,c008,c001;c004;c005,c001;c004;c005,c005;c008;c004;c001,c005;c001;c004;c008,c008,2,true,c001,false,1576,20,0,0.764,false,ok,0,"RANKING: 1, 4, 3, 2 DISCARD: 2"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s1,6,6,c010,c001;c003;c005;c007;c009,c001;c003;c005;c007;c009,c005;c001;c003;c009;c010;c007,c005;c003;c009;c007;c001;c010,c010,5,true,c003,true,2076,26,0,1.04,false,ok,0,"RANKING: 1, 3, 4, 6, 2, 5 DISCARD: 5"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s1,6,3,c007,c002;c005,c002;c005,c007;c005;c002,c002;c005;c007,c007,1,true,c005,false,1325,15,0,0.872,false,ok,0,"RANKING: 3,2,1 DISCARD: 1"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s3,8,3,c009,c005;c007,c007;c009,c009;c007;c005,c007;c009;c005,c005,3,false,c007,false,1175,17,0,0.76,false,ok,0,"RANKING: 2, 1, 3 DISCARD: 3"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s4,9,3,c010,c001;c009,c001;c009,c009;c010;c001,c001;c009;c010,c010,2,true,c001,false,1233,17,0,0.677,false,ok,0,"RANKING: 3, 1, 2 DISCARD: 2"
mars_boot__blind__n2__qwen-qwen3-235b-a22b-2507__s0,9,3,c010,c005;c009,c005;c009,c009;c005;c010,c005;c009;c010,c010,3,true,c005,true,1222,17,0,0.655,false,ok,0,"RANKING: 2, 1, 3 DISCARD: 3"
mars_boot__blind__n3__qwen-qwen3-235b-a22b-2507__s4,8,4,c010,c003;c005;c008,c005;c008;c010,c008;c005;c003;c010,c008;c010;c005;c003,c003,3,false,c008,false,1530,20,0,0.628,false,ok,0,"RANKING: 1, 4, 2, 3 DISCARD: 3"
mars_boot__blind__n5__qwen-qwen3-235b-a22b-2507__s0,4,6,c008,c002;c003;c004;c005;c007,c003;c004;c005;c007;c008,c007;c003;c005;c008;c002;c004,c007;c008;c005;c004;c003;c002,c002,5,false,c008,true,2058,26,0,0.677,false,ok,0,"RANKING: 1, 4, 3, 6, 2, 5 DISCARD: 5"
mars_boot__sighted__n2__qwen-qwen3-235b-a22b-2507__s4,8,3,c009,c000;c008,c000;c008,c000;c009;c008,c000;c008;c009,c009,2,true,c000,false,1236,17,0,0.895,false,ok,0,"RANKING: 1, 3, 2 DISCARD: 2"
mars_boot__blind__n1__qwen-qwen3-235b-a22b-2507__s0,10,2,c010,c008,c008,c010;c008,c008;c010,c010,1,true,c008,false,947,13,0,0.947,false,ok,0,"RANKING: 2,1 DISCARD: 1"
